sourceID;tp;fp;fn;Precision;Recall;F1;AP;LAG
UC1.txt;4;6;0;0.4;1.0;0.5714285714285715;0.5583333333333333;3.5
UC10.txt;7;5;0;0.5833333333333334;1.0;0.7368421052631579;0.36867656153370437;6.142857142857143
UC11.txt;0;0;2;1.0;0.0;0.0;0.7;1.5
UC12.txt;0;1;4;0.0;0.0;0;0.15293560606060605;13.0
UC13.txt;2;1;3;0.6666666666666666;0.4;0.5;0.39878787878787875;7.2
UC14.txt;4;8;1;0.3333333333333333;0.8;0.47058823529411764;0.26802371541501974;9.0
UC15.txt;1;0;5;1.0;0.16666666666666666;0.2857142857142857;0.5882635882635883;3.1666666666666665
UC16.txt;3;1;1;0.75;0.75;0.75;0.5625;2.75
UC17.txt;7;1;5;0.875;0.5833333333333334;0.7000000000000001;0.6201279419813902;20.833333333333332
UC18.txt;0;0;5;1.0;0.0;0.0;0.726190476190476;16.4
UC19.txt;4;1;5;0.8;0.4444444444444444;0.5714285714285714;0.42614717759752174;28.333333333333332
UC2.txt;6;3;0;0.6666666666666666;1.0;0.8;0.7702020202020202;2.3333333333333335
UC20.txt;5;0;7;1.0;0.4166666666666667;0.5882352941176471;0.6366075838095621;21.416666666666668
UC21.txt;4;1;3;0.8;0.5714285714285714;0.6666666666666666;0.6920918367346939;2.142857142857143
UC22.txt;3;2;2;0.6;0.6;0.6;0.5755555555555556;4.2
UC23.txt;5;1;2;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.7565759637188209;2.2857142857142856
UC24.txt;0;0;10;1.0;0.0;0.0;0.1780699773085153;25.1
UC25.txt;0;0;3;1.0;0.0;0.0;0.03526863522695698;52.666666666666664
UC26.txt;0;0;2;1.0;0.0;0.0;0.45;2.0
UC27.txt;0;2;1;0.0;0.0;0;0.2;4.0
UC28.txt;4;2;1;0.6666666666666666;0.8;0.7272727272727272;0.646078431372549;6.6
UC29.txt;0;0;1;1.0;0.0;0.0;0.2;4.0
UC3.txt;6;5;0;0.5454545454545454;1.0;0.7058823529411764;0.6881313131313131;2.3333333333333335
UC30.txt;4;2;0;0.6666666666666666;1.0;0.8;0.7708333333333333;1.0
UC31.txt;2;1;1;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.5;2.0
UC32.txt;0;1;2;0.0;0.0;0;0.26666666666666666;4.0
UC33.txt;0;0;6;1.0;0.0;0.0;0.11175213675213674;35.166666666666664
UC34.txt;3;9;2;0.25;0.6;0.35294117647058826;0.26545823762442156;25.4
UC35.txt;0;0;4;1.0;0.0;0.0;0.3956730769230769;4.5
UC36.txt;0;1;2;0.0;0.0;0;0.23809523809523808;7.0
UC37.txt;0;0;0;1.0;1.0;1.0;0;0
UC38.txt;3;2;7;0.6;0.3;0.4;0.5714559125085441;4.8
UC39.txt;6;2;4;0.75;0.6;0.6666666666666665;0.5976024032801527;7.4
UC4.txt;8;5;1;0.6153846153846154;0.8888888888888888;0.7272727272727274;0.44268915543425347;6.222222222222222
UC40.txt;3;2;4;0.6;0.42857142857142855;0.5;0.4917818740399385;11.0
UC41.txt;4;0;2;1.0;0.6666666666666666;0.8;0.8259259259259258;1.5
UC42.txt;4;0;2;1.0;0.6666666666666666;0.8;0.7751683501683502;1.8333333333333333
UC43.txt;6;8;1;0.42857142857142855;0.8571428571428571;0.5714285714285714;0.47798925212718313;7.285714285714286
UC44.txt;3;1;0;0.75;1.0;0.8571428571428571;0.6388888888888888;1.0
UC45.txt;0;0;4;1.0;0.0;0.0;0.22023809523809523;15.75
UC46.txt;3;2;3;0.6;0.5;0.5454545454545454;0.6977380952380953;4.333333333333333
UC47.txt;4;1;3;0.8;0.5714285714285714;0.6666666666666666;0.8102564102564102;1.5714285714285714
UC48.txt;3;0;2;1.0;0.6;0.7499999999999999;0.8766666666666666;0.6
UC49.txt;0;0;6;1.0;0.0;0.0;0.07394674084180035;41.833333333333336
UC5.txt;4;5;0;0.4444444444444444;1.0;0.6153846153846153;0.22073412698412698;8.25
UC50.txt;0;2;7;0.0;0.0;0;0.40324675324675324;6.142857142857143
UC51.txt;0;2;5;0.0;0.0;0;0.3286796536796537;6.8
UC52.txt;0;1;6;0.0;0.0;0;0.32837301587301587;7.333333333333333
UC53.txt;0;0;6;1.0;0.0;0.0;0.28396105809898914;10.166666666666666
UC54.txt;0;0;8;1.0;0.0;0.0;0.4901727357609711;4.625
UC55.txt;0;0;3;1.0;0.0;0.0;0.07342032967032967;43.333333333333336
UC56.txt;2;1;2;0.6666666666666666;0.5;0.5714285714285715;0.4976851851851851;13.25
UC57.txt;0;3;1;0.0;0.0;0;0.125;7.0
UC58.txt;0;0;4;1.0;0.0;0.0;0.0962912087912088;42.0
UC6.txt;3;10;0;0.23076923076923078;1.0;0.375;0.4797979797979797;3.3333333333333335
UC7.txt;4;2;0;0.6666666666666666;1.0;0.8;1.0;0.0
UC8.txt;4;5;1;0.4444444444444444;0.8;0.5714285714285714;0.7059649122807017;3.6
UC9.txt;6;10;2;0.375;0.75;0.5;0.3110232391482392;11.25
